Haltestelle,latitude,longitude
"Grünendeich, Elbdeich 31",9.621459,53.575088
"Grünendeich, Elbdeich 61",9.630570,53.572587
"Grünendeich, Fähre",9.631073,53.571884
"Grünendeich, Huttfleth",9.603633,53.577453
"Grünendeich, Kirchenstieg",9.614146,53.575719
"Grünendeich, Kurze Straße",9.611850,53.568264
"Grünendeich, Kurze Straße 10",9.614902,53.569551
"Grünendeich, Minneweg",9.622800,53.568737
"Grünendeich, Mojenhörn",9.608473,53.579090
Grünerdeich,10.190601,53.402221
Grunewaldstraße,10.151194,53.581898
"Grünhof, Hasselkamp",10.438980,53.411939
"Grünhof, Heineweg",10.437273,53.412607
"Grünhof, Jahnstraße",10.432855,53.414035
"Grünhof, Krukower Weg",10.445046,53.408954
"Grünhof, Otto-Hahn-Straße",10.431989,53.410199
"Grünhof, Steinberg",10.438826,53.413172
"Grünhof, Tesperhuder Straße",10.434518,53.408928
Grüningweg,10.101027,53.560140
Grusonstraße,10.080778,53.531904
"Guderhandviertel, Altenheim",9.609633,53.549577
"Guderhandviertel, Neßstraße 49",9.611124,53.538931
"Guderhandviertel, Neßstraße 71 Schule",9.611279,53.537079
"Gudow, Bannauer Moor",10.763128,53.573568
"Gudow, Kirche",10.774998,53.555995
"Gudow, Lehmrader Straße",10.766333,53.556285
"Gudow, Mühlenweg",10.762785,53.555888
"Gudow, Zarrentiner Straße",10.778642,53.558304
Gudrunstraße,9.760325,53.588949
"Gülstorf, Abzweigung",10.845996,53.264555
Gülze bei Neuhaus,10.918240,53.285680
"Gülzow, Kirche",10.492191,53.442413
"Gülzow, Küsterkamp",10.481592,53.442743
"Gülzow, Lütauer Weg",10.498422,53.445409
"Gülzow, Meiereistraße",10.489668,53.442139
"Gülzow, Poststraße",10.490725,53.441371
"Gülzow, Schloßstraße",10.490657,53.442459
"Gülzow, Schule",10.491052,53.440819
Gumbinner Kehre,10.092371,53.625957
Gurlittstraße,10.011134,53.557322
Gussau,10.174878,53.658862
Gustav-Adolf-Straße,10.082636,53.571019
Gustav-Kunst-Straße,10.059609,53.537557
Gustav-Seitz-Weg,10.063474,53.608669
"Güster, Alter Bahnhof",10.668616,53.545585
"Güster, Am Prüßsee",10.690511,53.528240
"Güster, Dorfplatz",10.681789,53.539541
"Güster, Seestraße",10.672826,53.536037
Gut Karlshöhe,10.107839,53.629014
Gut Rethfurt,10.121554,53.744186
Gut Wulksfelde,10.111025,53.717984
Gymnasium Marienthal,10.107135,53.566365
Gymnasium Meiendorf,,
Gyula-Trebitsch-Schule,10.121594,53.595388
Haake,9.901267,53.471079
Haar,10.917870,53.261919
Habichtsplatz,10.046632,53.595996
Habichtstraße,10.052704,53.593597
Habichtstraße (Mitte),10.056049,53.591456
Hachmannbrücke,9.951735,53.520260
"Haddorf, Abzweig B 73",9.399147,53.594097
"Haddorf, Am Rugen Hollen",9.408617,53.600373
"Haddorf, Bormannskamp",9.419161,53.594343
"Haddorf, Dorfanger",9.399859,53.599091
"Haddorf, Haddorfer Berg",9.412895,53.599181
"Haddorf, Haddorfer Hauptstraße 2",9.400045,53.594813
"Hadenfeld, Lindenweg",9.457709,54.033051
"Hadenfeld, Ochsenweg",9.456314,54.033874
Haempten,10.192465,53.511765
Hafen Harburg,9.979971,53.465247
Hafenbahnhof Alte Süderelbe,9.907926,53.502208
HafenCity Universität,10.008998,53.540520
Hafenmuseum,10.000083,53.525176
Hafentreppe,9.957471,53.545940
Haffkruger Weg,10.150213,53.609115
"Hagen (Bad Bramstedt), Am Heisch",9.830371,53.944001
"Hagen bei Bad Bramstedt, Akate",9.859740,53.946525
"Hagen bei Bad Bramstedt, Dorfstraße",9.825989,53.947301
"Hagen bei Bad Bramstedt, Ginsterweg",9.817593,53.940099
"Hagen bei Stade, Altmarkstraße",9.460699,53.555887
"Hagen bei Stade, Eichenstraße",9.457487,53.550526
"Hagen bei Stade, Hagener Hauptstraße",9.457617,53.554093
"Hagen bei Stade, Kornstraße",9.456994,53.550914
"Hagen bei Stade, Odamm",9.468975,53.546986
"Hagen bei Stade, Schanzenhof",9.474833,53.558105
"Hagen bei Stade, Steinbeck",9.470861,53.546979
"Hagenah, Alte Schule",9.322964,53.548243
"Hagenah, Im Vieh",9.309669,53.543561
"Hagenah, Kirchweg",9.301715,53.562154
"Hagenah, Krügerfeld",9.320736,53.542948
"Hagenah, Trift",9.323154,53.547434
"Hagenah, Überschuß 32a",9.314194,53.547620
"Hagenah, Überschuß 52",9.308727,53.546852
"Hagenah, Willah",9.273272,53.537073
"Hagenah, Zum Willaher Moor",9.297568,53.543170
Hagenbeck (Nordeingang),9.936296,53.598105
Hagenbecks Tierpark,9.944176,53.592491
Hagendeel,9.945245,53.603822
Hagen(Kr. Stade),9.459899,53.549994
"Hahle, Am Hofacker",9.424105,53.599321
"Hahle, Bielfeldtweg",9.433408,53.596287
"Hahle, Drosselstieg",9.423538,53.597005
"Hahle, Haddorfer Grenzweg",9.422744,53.597709
"Hahle, Lerchenweg",9.432300,53.597226
"Hahle, Lerchenweg 15",9.432468,53.595877
"Hahle, Richeyweg",9.437938,53.596154
"Hahle, Sprehenweg",9.431150,53.600015
"Hahle, Taubenweg",9.426332,53.597076
Hainholzweg (Mitte),9.930354,53.450719
Haithabuweg,9.967990,53.425108
Hakendorf,10.850088,53.585581
Halbmondsweg,9.887813,53.546459
Haldesdorfer Straße,10.072281,53.596676
Haldesdorfer Straße (Nord),10.089821,53.607363
Halenreie,10.160021,53.653265
Hallenbad Bramfeld,10.069277,53.611070
Hallerstraße,9.989171,53.573213
Halskestraße (Mitte),10.081801,53.521768
Halskestraße (Ost),,
Halskestraße (West),10.074308,53.525951
Halstenbek,9.838610,53.630764
"Halstenbek, Am Hollhorn",9.842869,53.617714
"Halstenbek, Birkenallee",9.832300,53.617393
"Halstenbek, Brander Hof",9.818668,53.617361
"Halstenbek, Dockenhudener Chaussee",9.816359,53.613612
"Halstenbek, Domänenweg",9.830309,53.613777
"Halstenbek, Eielkampsweg",9.838954,53.623762
"Halstenbek, Friedenstraße",9.837905,53.636420
"Halstenbek, Hagenwisch",9.836081,53.628248
"Halstenbek, Heidkampstwiete",9.824588,53.624131
"Halstenbek, Im Wiesengrund",9.834303,53.627766
"Halstenbek, Industriestraße (Wohnmeile)",9.863074,53.630311
"Halstenbek, Japanische Schule",9.831655,53.626095
"Halstenbek, Königstraße",9.842820,53.636467
"Halstenbek, Ludwig-Meyn-Straße",9.856014,53.632501
"Halstenbek, Nienhöfen",9.810012,53.619873
"Halstenbek, Seemoorweg",9.867497,53.628554
"Halstenbek, Weidenstraße",9.869715,53.618052
"Halstenbek, Witt Lönn",9.849228,53.634867
"Halstenbek, Wolfgang-Borchert-Gymnasium",9.862998,53.620644
Halstenbeker Stieg,9.890757,53.616909
Halstenbeker Straße,9.909796,53.627341
"Halvesbostel, Birkenweg",9.608022,53.357138
"Halvesbostel, Breite Straße",9.607481,53.358138
"Halvesbostel, Dorfstraße 80",9.589856,53.348963
"Halvesbostel, Sauensieker Weg",9.601364,53.358942
"Halvesbostel, Unter den Eichen",9.601592,53.353783
"Halvesbostel, Zum Ahrensberg",9.597341,53.354793
"Hamberge, Am Travehang",10.587105,53.839436
"Hamberge, Schulstraße",10.578781,53.838261
Hamburg Airport (Flughafen),10.006598,53.632514
Hamburg Dammtor,9.989409,53.560793
Hamburg Hbf,10.007925,53.552754
Hamburg Messe (Eingang Mitte),9.975900,53.562009
Hamburg Messe (Eingang Ost),9.981694,53.560003
Hamburg-Altona,9.935410,53.553258
Hamburger Straße,10.037220,53.574378
Hamburg-Harburg,9.990953,53.456387
"Hamfelde, Am Mühlenteich",10.447756,53.598273
"Hamfelde, Billstraße",10.445129,53.598314
"Hamfelde, Hofstraße",10.449439,53.601101
"Hamfelde, Kieselstraße",10.436017,53.599097
"Hamfelde, Mühlenredder",10.448754,53.595646
"Hamfelde, Schulstraße",10.449566,53.604370
"Hamfelde, Waldeslust",10.443282,53.605282
Hammah,9.367283,53.612470
"Hammah, Bahnhofstraße 76",9.364497,53.621747
"Hammah, Grundschule",9.359823,53.619434
"Hammah, Kleine Geest",9.346573,53.632735
"Hammah, Pinnbarg",9.366383,53.616180
Hammer Deich (Ost),10.048478,53.545508
Hammer Kirche,10.055577,53.555545
"Hammer, Pantener Straße",10.635500,53.648798
Hammer Steindamm,10.055693,53.560810
Hammer Straße,10.061600,53.568907
"Hammer, Ziegeleiweg",10.640219,53.645292
Hammerbrook (City Süd),10.023777,53.546594
"Hammoor, Alte Dorfstraße",10.312181,53.714106
"Hammoor, Bachstraße",10.320919,53.713085
"Hammoor, Feldkoppel",10.311556,53.713008
"Hammoor, Hauptstraße",10.321875,53.712652
"Hammoor, Hoppenbrook",10.317982,53.708283
"Hamwarde, Bogenstraße",10.421278,53.452480
"Hamwarde, Dreiecksplatz",10.421490,53.452972
"Hamwarde, Forstweg",10.420393,53.458457
"Hamwarde, Jetmoorweg",10.416900,53.451211
"Hamwarde, Kollower Weg",10.423757,53.456378
"Hamwarde, Mühlenstraße",10.420508,53.450153
"Hamwarde, Sportplatz",10.420110,53.445916
Handeloh,9.844716,53.242120
"Handeloh, Denkmal",9.834147,53.245966
"Handeloh, Grundschule",9.833761,53.247658
"Handeloh, Höckeler Weg",9.842157,53.256378
Händelstraße,9.905651,53.562274
"Handorf, An der Bundesstraße",10.343272,53.334283
"Handorf, Dunklestraße",10.346165,53.346517
"Handorf, Grundschule",10.346814,53.341872
"Handorf, Mühle",10.347335,53.338883
"Handorf, Ortsmitte",10.345843,53.343465
Handwerkskammer,9.976727,53.553376
"Hanerau-Hademarschen, Bahnhof",9.413871,54.122981
"Hanerau-Hademarschen, Landweg",9.430860,54.121125
"Hanerau-Hademarschen, Mannhardtstraße",9.437189,54.120859
"Hanerau-Hademarschen, Markt",9.414472,54.126429
"Hanerau-Hademarschen, Mühlenteich",9.447671,54.118574
"Hanerau-Hademarschen, Schule",9.408423,54.128857
Hannoversche Straße,9.993528,53.464147
Hannoversche Straße 10,,
Hansa-Gymnasium,10.221058,53.493819
Hans-Dewitz-Ring,9.943964,53.461692
Hans-Duncker-Straße (Mitte),10.115898,53.490975
Hans-Duncker-Straße (Nord),10.120322,53.493612
Hansfelde,10.594523,53.840344
"Hansfelde, Autobahnbrücke",10.606339,53.844175
Hans-Henny-Jahnn-Weg,10.013981,53.578549
Hans-Rubbert-Straße,10.132633,53.565380
"Hanstedt, Abzweigung Egestorf",10.019339,53.257932
"Hanstedt, Am Sportplatz",10.024315,53.260513
"Hanstedt, Grundschule",10.005653,53.259648
"Hanstedt, Hanseatenweg",10.009592,53.250035
"Hanstedt, Hansenbarg",10.008628,53.272733
"Hanstedt, Hingstkamp",10.010268,53.265971
"Hanstedt, Im Bultmoor",10.012214,53.260832
"Hanstedt, Kirche",10.012451,53.258161
"Hanstedt, Lärchenweg",10.025073,53.253965
"Hanstedt, Meistergang",10.009576,53.258869
"Hanstedt, OBS/IGS",10.005243,53.259426
"Hanstedt, Waldbad",10.006380,53.245318
Harburg,9.991311,53.456887
Harburg Rathaus,9.980241,53.460627
Harburger Chaussee,10.007594,53.520781
Harburger Ring,9.984612,53.458218
Harburger Schloßstraße,9.983311,53.465085
Hardauring,9.883693,53.478372
"Hardebek, Hauptstraße 29",9.893768,53.993617
"Hardebek, Schulstraße",9.870684,53.988567
Hardenbergstraße,9.798308,53.565106
"Harksheide, Alter Kirchenweg",9.997136,53.706228
"Harksheide, Am Gehölz",9.996730,53.744768
"Harksheide, Beim Brüderhof",10.018374,53.745979
"Harksheide, Fadens Tannen",10.007306,53.703402
"Harksheide, Falkenbergschulen",10.010474,53.701650
"Harksheide, Falkenbergstraße",10.008251,53.711265
"Harksheide, Falkenbergstraße (Nord)",10.017226,53.723571
"Harksheide, Falkenhorst",10.010628,53.710598
"Harksheide, Festsaal am Falkenberg",10.007371,53.708685
"Harksheide, Grootkoppelstraße",10.009859,53.715807
"Harksheide, Harckesstieg",10.003568,53.725124
"Harksheide, Harckestwiete",9.999808,53.723735
"Harksheide, Heidehofweg (West)",,
"Harksheide, Johann-Hinr.-Wichern-Straße",10.009233,53.724438
"Harksheide, Kielort",10.016899,53.684263
"Harksheide, Langenharmer Ring",10.001103,53.709375
"Harksheide, Markt",10.008151,53.704545
"Harksheide, Romintener Weg",10.014896,53.706078
"Harksheide, Schulweg",10.003264,53.719607
"Harksheide, Schützenwall",10.022316,53.707938
"Harksheide, SOS-Kinderdorf",9.996383,53.747404
"Harksheide, Steindamm",10.010616,53.718737
"Harksheide, Stormarnstraße",10.019355,53.708242
"Harksheide, Stüberg",10.014029,53.721657
"Harksheide, Theodor-Storm-Straße",10.016254,53.710272
"Harksheide, Uhlenkamp",10.002736,53.704842
"Harksheide, Waldschneise",10.013329,53.707655
"Harksheide, Wilhelm-Busch-Platz",10.007418,53.682744
"Harksheide, Zwickmöhlen",9.995722,53.738667
"Harkshörn, Am Stammgleis",10.022466,53.735961
"Harkshörn, Am Stammgleis (West)",10.016429,53.735743
"Harkshörn, Gewerbecentrum Mühlenweg",10.020313,53.727174
"Harkshörn, Harckesheyde (Ost)",10.023864,53.723020
"Harkshörn, Mühlenweg (Mitte)",10.016234,53.727640
"Harkshörn, Mühlenweg (Ost)",10.022851,53.726856
Harkshörn (Nord),10.018854,53.740772
"Harkshörn, Oststraße",10.022081,53.739460
"Harkshörn, Werkstraße",10.022912,53.730629
"Harmsdorf, Am Brink",10.724772,53.701928
"Harmsdorf, B208",10.723886,53.703972
"Harmsdorf, Dorfstraße",10.724891,53.701881
"Harmsdorf, Giesensdorfer Straße",10.723997,53.698533
Harmsstraße,9.976192,53.454774
"Harmstorf, Abzweigung Ramelsloh",9.986584,53.345837
Harmstorf bei Dahlem,10.759384,53.214371
"Harmstorf, Bendestorfer Kuhtrift",9.985723,53.341046
"Harmstorf, Denkmal",9.990480,53.350037
"Harmstorf, Im Dorfe",9.986084,53.347602
Harnackring,10.210790,53.507852
Harsefeld,9.499101,53.450000
"Harsefeld, Abzweig Hahnenbalken",9.544987,53.462994
"Harsefeld, Am Bockelfeld",9.487786,53.455047
"Harsefeld, Ärztezentrum",9.513002,53.456387
"Harsefeld, Auebrücke",9.502405,53.460260
"Harsefeld, Auf dem Klingenberg",9.517629,53.453097
"Harsefeld, Bornweg",9.489741,53.453511
"Harsefeld, Buxtehuder Straße (Obsthof)",9.533345,53.460351
"Harsefeld, DRK-Seniorenheim",9.495701,53.444429
"Harsefeld, Freibad",9.490729,53.458323
"Harsefeld, Grashofweg",9.504349,53.459138
"Harsefeld, Grundschule Feldbusch",9.521583,53.452711
"Harsefeld, Grundschule Rosenborn",9.495134,53.452581
"Harsefeld, Heisterstroot",9.508517,53.443845
"Harsefeld, Hellwege-Allee",9.515931,53.457022
"Harsefeld, Hoopweg",9.514612,53.446290
"Harsefeld, Im Sande 96",9.524327,53.460373
"Harsefeld, Im Wieh",9.492807,53.449266
"Harsefeld, Issendorfer Weg 33",9.507790,53.466159
"Harsefeld, Issendorfer Weg 88",9.510323,53.471449
"Harsefeld, Klosterstraße",9.507502,53.454650
"Harsefeld, Königshof",9.521258,53.458059
"Harsefeld, Koppelweg",9.508097,53.460326
"Harsefeld, K26/Gasübergabestation",9.522769,53.458546
"Harsefeld, Marktstraße",9.502710,53.452936
"Harsefeld, Mittelfelder Straße",9.494541,53.449457
"Harsefeld, Rathaus",9.499134,53.456051
"Harsefeld, Roggenkamp",9.515530,53.462433
"Harsefeld, Schulzentrum",9.492747,53.444064
"Harsefeld, Südstraße/Querweg",9.497438,53.446264
"Harsefeld, Weißenfelde",9.539567,53.441660
"Harsefeld, Weißenfelder Straße",9.509518,53.448307
"Harsefeld, Wiesenweg",9.483128,53.458453
"Harsefeld, Wochenmarkt",9.503464,53.453041
"Hartenholm, Am Dorfplatz",10.060252,53.900302
"Hartenholm, Dorfstraße",10.065731,53.898565
"Hartenholm, Hahneneck",10.051109,53.905172
"Hartenholm, Hasselbusch",10.077491,53.900329
"Hartenholm, Heuweg",10.065108,53.890214
"Hartenholm, Schmalfelder Moor",10.045112,53.899582
Hartenkamp,10.485156,53.969610
Hartzloh,10.040925,53.601652
Harvestehuder Weg,9.993917,53.579256
Harzensweg,10.049894,53.591708
Haselau,9.623797,53.660493
"Haseldorf, Altenfeldsdeich 20",9.628734,53.640030
"Haseldorf, Altenfeldsdeich 55",9.621957,53.636741
"Haseldorf, Deichreihe",9.583813,53.639961
"Haseldorf, Mühlenwurth",9.574105,53.643652
"Haseldorf, Mühlenwurth (Kehre)",9.572650,53.646332
"Haseldorf, Neuer Weg",9.589614,53.638395
"Haseldorf, Roßsteert",9.609813,53.632956
"Haseldorf, Schloss",9.597409,53.634912
"Haseldorf, Scholenfleth",9.576878,53.640529
"Haseldorf, Schule",9.604630,53.633628
Hasencleverstraße,10.088369,53.550920
Haseneck,10.137492,53.529904
"Hasenkrug, Heidestraße",9.846524,53.985029
"Hasenkrug, Kampstraße",9.856719,53.985594
"Hasenmoor, Dorfstraße",9.983677,53.900155
"Hasenmoor, Fuhlenrüer Straße",10.032828,53.911063
"Hasenmoor, Kaltenkirchener Straße",9.978932,53.898927
"Hasenmoor, Schulweg",9.998417,53.901318
"Hasenmoor, Tannenhof",10.018979,53.894137
Hasloh,9.920313,53.693805
"Hasloh, Bahnhofstraße",9.918576,53.691240
"Hasloh, Großer Dorn",9.906592,53.693578
"Hasloh, Mittelweg",9.911448,53.692732
"Hasloh, Peter-Lunding-Weg",9.929249,53.692613
Hasloher Kehre,10.030884,53.679273
Haslohfurth,9.986854,53.744428
"Hassel, Hasselkamp",9.776898,53.233962
Hasselbrook,10.056565,53.564935
Hasselwerder Straße,9.824960,53.513035
Haulander Weg,9.990010,53.488302
Hauptbahnhof,,
Hauptbahnhof Nord,10.005957,53.554095
Hauptbahnhof Süd,10.009468,53.552026
Hauptbahnhof/ZOB,10.010341,53.551902
Haupteingang Ohlsdorf,10.034363,53.620560
Haus des KFZ-Gewerbes,10.036306,53.541319
Haus Rissen,9.773760,53.577092
Hausbruch,9.893737,53.471782
Hausbrucher Bahnhofstraße,9.894745,53.477472
"Havekost, Alter Bahnhof",10.464675,53.533656
"Havekost, Lindenstraße",10.472946,53.539889
"Havekost, Schmiedestraße",10.469982,53.542739
"Havighorst, Am Ohlendiek",10.170047,53.520442
"Havighorst, Am Steinbeker Hof",10.168667,53.527276
Havighorst bei Reinfeld,10.419530,53.860999
"Havighorst, Boberger Straße",10.165082,53.521911
"Havighorst, Krähenberg",10.168535,53.525193
"Havighorst, Schulstraße",10.170432,53.522910
Havighorster Redder (West),10.135602,53.527460
Havighorster Weg,10.209571,53.512689
Haynstraße,9.983222,53.586210
HBF/Kirchenallee,10.008554,53.552923
HBF/Mönckebergstraße,10.003908,53.551552
HBF/Spitalerstraße,10.005395,53.552680
HBF/Steintordamm,10.007989,53.551985
HBF/Steintorwall,10.005936,53.551128
Hebbelstraße,10.018573,53.577404
Hebebrandstraße,10.038676,53.608253
"Heber, Kirche",9.858724,53.080244
Hechthausen,9.228052,53.638722
Heckende,10.173603,53.606974
Heckkaten,10.189326,53.490105
"Hedendorf, Feldstraße",9.617033,53.478538
"Hedendorf, Friedhof",9.629477,53.482741
"Hedendorf, Fuhrenkamp",9.609222,53.475811
"Hedendorf, Harsefelder Straße",9.623820,53.483220
"Hedendorf, Moorstraße",9.629768,53.484050
"Hedendorf, Mühlenkampstraße",9.623869,53.483516
"Heede, Autwiet",9.828304,53.786592
"Heede, Beim Denkmal (Nord)",9.799663,53.783677
"Heede, Feuerwehr",9.807175,53.782998
"Heede, Grasenmoor",9.807432,53.775817
"Heede, Meierei",9.809654,53.784105
"Heede, Rieloh",9.819237,53.772925
"Heede, Schöttelhörn",9.796748,53.779537
"Heede, Ziegeleiweg (West)",9.768924,53.770311
Heerbrook,9.830049,53.579725
Heestweg,10.149219,53.602035
Hegholt,10.080764,53.601182
Heideblütenweg,9.812455,53.464537
Heidekamp,10.502057,53.853902
Heidemoor,9.861119,53.482275
"Heidenau, Birkenbüschen",9.616918,53.321069
"Heidenau, Büntberg",9.641867,53.324577
"Heidenau, GS Hauptstraße",9.650557,53.314762
"Heidenau, Hollinde",9.635095,53.343528
"Heidenau, Kallmoor",9.598898,53.323435
"Heidenau, Neue Straße",9.655128,53.313443
"Heidenau, Zu den Höfen",9.643589,53.314387
Heiderfeld,10.223097,53.868788
"Heidgraben, Dorfstraße",9.678514,53.709862
"Heidgraben, Im Winkel",9.685241,53.710912
"Heidgraben, Kreuzweg",9.691857,53.705841
"Heidgraben, Liether Damm",9.692855,53.709727
"Heidgraben, Lindenweg",9.682426,53.711055
"Heidgraben, Schulstraße",9.681048,53.704742
Heidkamp,10.059767,53.659685
Heidkampsredder,10.199289,53.506773
Heidkaten,9.881926,53.821367
"Heidmoor, Am Felde",9.819321,53.863573
"Heidmoor, Birkenweg (Ost)",9.819655,53.861971
"Heidmoor, Birkenweg (West)",9.803744,53.865287
"Heidmoor, Dorfstraße 37",9.849543,53.831457
"Heidmoor, Heideweg",9.860859,53.824081
"Heidmoor, Waldchaussee",9.813250,53.871174
"Heidmoor, Waldchaussee 20",9.819702,53.876814
"Heidmoor, Wieseneck",9.817083,53.867281
"Heidmühlen, Abzw. Glashütte",10.121250,53.963460
"Heidmühlen, Am Klint",10.077157,53.954726
"Heidmühlen, Dorfstraße",10.084522,53.971417
"Heidmühlen, Feuerwehr",10.082851,53.969869
"Heidmühlen, Hartenholmer Damm",10.085596,53.955306
"Heidmühlen, Mühlenholz",10.082563,53.976412
"Heidmühlen, Stellbrooker Weg 3",10.033713,53.948684
"Heidmühlen, Wahlstedter Straße",10.088149,53.971411
"Heidmühlen, Wahlstedter Straße 70",10.120165,53.964486
Heidrand,9.865792,53.465456
Heidschnuckenring,9.815752,53.466096
"Heiligenstedten, Alte Landstraße",9.466498,53.944403
"Heiligenstedten, Fischdiek",9.469519,53.940798
"Heiligenstedten, Juliankadamm",9.469028,53.930964
"Heiligenstedten, Max-Tobias-Weg",9.474009,53.932577
"Heiligenstedten, Schule",9.467622,53.942737
"Heiligenstedten, Sportzentrum",9.469299,53.932093
"Heiligenstedten, Wiesengrund",9.466068,53.929047
"Heiligenstedtenerkamp, Mittelstraße",9.466737,53.898986
"Heiligenstedtenerkamp, Neue Straße",9.470241,53.900805
"Heiligenthal, Böhmsholzer Weg",10.336108,53.220303
"Heiligenthal, In de Tüünen",10.336801,53.219504
"Heiligenthal, Südergellerser Weg",10.326565,53.212385
"Heilshoop, Alte Schule",10.539751,53.888719
"Heilshoop, Altenschleuse",10.528400,53.890292
"Heilshoop, Hauptstraße 4",10.532190,53.886201
"Heilshoop, Reinfelder Straße 38",10.524730,53.880572
